Date,Close,Volume
2019-12-12,65.4000015258789,297560
2019-12-13,67.25,572837
2019-12-16,68.9000015258789,332026
2019-12-17,66.8499984741211,403289
2019-12-18,66.3499984741211,273920
2019-12-19,67.0,335312
2019-12-20,67.30000305175781,269971
2019-12-23,67.69999694824219,180766
2019-12-24,68.0,161000
2019-12-25,68.25,98089
2019-12-26,69.6500015258789,404437
2019-12-27,69.25,193398
2019-12-30,70.25,304106
2019-12-31,71.19999694824219,140569
2020-01-02,70.0999984741211,323922
2020-01-03,68.44999694824219,619823
2020-01-06,69.1500015258789,208803
2020-01-07,71.3499984741211,319968
2020-01-08,71.30000305175781,237430
2020-01-09,73.19999694824219,365486
2020-01-10,72.94999694824219,452239
2020-01-13,74.05000305175781,598717
2020-01-14,74.9000015258789,418780
2020-01-15,75.9000015258789,563155
2020-01-16,74.80000305175781,655071
2020-01-17,75.94999694824219,291171
2020-01-20,77.0,381742
2020-01-21,78.0,343578
2020-01-22,76.30000305175781,316747
2020-01-23,75.5,440176
2020-01-24,74.0999984741211,531687
2020-01-27,74.0,292638
2020-01-28,74.6500015258789,340958
2020-01-29,75.75,283099
2020-01-30,75.19999694824219,410888
2020-01-31,75.0,394727
2020-02-03,74.4000015258789,233649
2020-02-04,74.6500015258789,410549
2020-02-05,74.6500015258789,315031
2020-02-06,74.44999694824219,427685
2020-02-07,73.94999694824219,335623
2020-02-10,72.5999984741211,384273
2020-02-11,73.1500015258789,442787
2020-02-12,76.55000305175781,881634
2020-02-13,81.25,973224
2020-02-14,79.69999694824219,388107
2020-02-17,79.94999694824219,265446
2020-02-18,78.3499984741211,436036
2020-02-19,80.5999984741211,529163
2020-02-20,79.30000305175781,673531
2020-02-21,79.5999984741211,302428
2020-02-24,77.44999694824219,429264
2020-02-25,77.0999984741211,344615
2020-02-26,79.55000305175781,748844
2020-02-27,77.30000305175781,662252
2020-02-28,75.75,534758
2020-03-02,80.0,419030
2020-03-03,77.75,515644
2020-03-04,76.05000305175781,480751
2020-03-05,76.94999694824219,251887
2020-03-06,77.3499984741211,254654
2020-03-09,74.69999694824219,275570
2020-03-10,71.6500015258789,311082
2020-03-11,70.4000015258789,348661
2020-03-12,66.8499984741211,385780
2020-03-13,63.25,506285
2020-03-16,56.5,289931
2020-03-17,50.95000076293945,644877
2020-03-18,46.70000076293945,605575
2020-03-19,43.59999847412109,968959
2020-03-20,46.65999984741211,865064
2020-03-23,44.52000045776367,897532
2020-03-24,48.59999847412109,907622
2020-03-25,49.0,847864
2020-03-26,48.900001525878906,516953
2020-03-27,48.560001373291016,649028
2020-03-30,47.52000045776367,556058
2020-03-31,47.86000061035156,417152
2020-04-01,50.29999923706055,634652
2020-04-02,51.95000076293945,539452
2020-04-03,54.79999923706055,389651
2020-04-06,57.04999923706055,726994
2020-04-07,59.09999847412109,1183319
2020-04-08,59.0,381953
2020-04-09,56.900001525878906,792641
2020-04-10,57.04999923706055,303695
2020-04-13,55.54999923706055,331755
2020-04-14,56.0,511829
2020-04-15,54.34999847412109,450794
2020-04-16,56.29999923706055,472242
2020-04-17,57.79999923706055,540779
2020-04-20,60.04999923706055,455203
2020-04-21,59.84999847412109,384471
2020-04-22,59.34999847412109,390033
2020-04-24,58.25,331120
2020-04-27,61.0,399470
2020-04-28,61.5,409357
2020-04-29,62.150001525878906,296384
2020-04-30,63.20000076293945,410096
2020-05-04,60.650001525878906,347649
2020-05-05,60.79999923706055,522471
2020-05-06,59.34999847412109,309757
2020-05-07,56.84999847412109,539726
2020-05-08,55.0,527336
2020-05-11,55.400001525878906,332416
2020-05-12,57.5,321830
2020-05-13,58.400001525878906,305762
2020-05-14,57.650001525878906,318732
2020-05-15,58.150001525878906,200162
2020-05-18,59.900001525878906,468869
2020-05-20,60.84999847412109,427198
2020-05-21,59.75,358663
2020-05-22,60.54999923706055,286554
2020-05-27,62.900001525878906,574355
2020-05-28,64.6500015258789,553518
2020-05-29,62.09999847412109,650522
2020-06-01,63.84999847412109,498731
2020-06-02,66.0,562983
2020-06-03,66.75,633050
2020-06-04,66.19999694824219,380476
2020-06-05,67.25,285275
2020-06-08,67.80000305175781,341610
2020-06-09,67.55000305175781,275875
2020-06-10,67.80000305175781,474195
2020-06-11,68.4000015258789,825036
2020-06-12,71.0,694583
2020-06-15,69.0,357928
2020-06-16,69.5,351868
2020-06-17,70.4000015258789,315218
2020-06-18,69.44999694824219,369770
2020-06-19,69.80000305175781,270158
2020-06-22,71.6500015258789,692643
2020-06-23,71.25,397695
2020-06-24,70.6500015258789,196712
2020-06-25,70.05000305175781,292409
2020-06-26,71.55000305175781,254890
2020-06-29,71.1500015258789,538853
2020-06-30,71.25,222709
2020-07-01,71.30000305175781,422211
2020-07-02,74.1500015258789,404102
2020-07-03,73.05000305175781,385235
2020-07-06,73.44999694824219,166476
2020-07-07,75.0,468266
2020-07-08,72.9000015258789,300537
2020-07-09,72.25,439292
2020-07-10,72.3499984741211,318709
2020-07-13,74.1500015258789,222114
2020-07-14,74.0999984741211,215986
2020-07-16,78.05000305175781,763892
2020-07-17,79.5,361297
2020-07-20,79.75,326270
2020-07-21,77.8499984741211,623553
2020-07-22,78.5,236078
2020-07-23,78.25,119059
2020-07-24,77.5999984741211,153561
2020-07-27,78.0999984741211,247270
2020-07-28,80.0,1397906
2020-07-29,82.05000305175781,1368372
2020-07-30,83.0,453785
2020-08-04,82.55000305175781,1663824
2020-08-05,78.75,1081246
2020-08-06,75.6500015258789,885847
2020-08-07,77.1500015258789,755904
2020-08-10,82.0,819038
2020-08-11,89.5,678306
2020-08-12,90.0,629719
2020-08-13,90.8499984741211,344548
2020-08-14,87.6500015258789,294265
2020-08-17,87.30000305175781,106760
2020-08-18,87.69999694824219,183320
2020-08-19,91.3499984741211,432248
2020-08-20,91.1999969482422,283480
2020-08-21,89.3499984741211,261707
2020-08-24,88.19999694824219,135691
2020-08-25,87.1500015258789,234599
2020-08-26,86.25,151853
2020-08-27,85.80000305175781,386087
2020-08-28,87.19999694824219,696882
2020-08-31,83.6500015258789,507311
2020-09-01,82.55000305175781,272331
2020-09-02,81.94999694824219,279582
2020-09-03,79.9000015258789,532631
2020-09-04,84.3499984741211,584483
2020-09-07,87.19999694824219,395037
2020-09-08,87.5,264384
2020-09-09,86.44999694824219,138957
2020-09-10,86.55000305175781,192372
2020-09-11,86.5,79911
2020-09-14,87.0999984741211,476222
2020-09-15,92.25,769414
2020-09-16,90.9499969482422,311301
2020-09-17,89.19999694824219,223876
2020-09-18,90.0999984741211,160279
2020-09-21,88.6500015258789,170300
2020-09-22,88.19999694824219,188992
2020-09-23,87.80000305175781,302627
2020-09-24,88.30000305175781,333751
2020-09-25,88.0999984741211,125995
2020-09-28,87.0,212401
2020-09-29,87.0,302499
2020-09-30,87.5999984741211,251786
2020-10-01,86.75,368618
2020-10-02,86.0,253777
2020-10-05,85.44999694824219,383231
2020-10-06,85.4000015258789,268157
2020-10-07,83.9000015258789,399446
2020-10-08,82.25,844143
2020-10-09,85.9000015258789,658761
2020-10-12,87.94999694824219,636128
2020-10-13,89.6500015258789,537582
2020-10-14,92.75,780091
2020-10-15,91.5999984741211,417520
2020-10-16,91.1999969482422,394230
2020-10-19,92.5999984741211,263143
2020-10-20,92.8499984741211,193765
2020-10-21,96.9499969482422,1029149
2020-10-22,96.1500015258789,473966
2020-10-23,97.8000030517578,495588
2020-10-26,97.8499984741211,800000
2020-10-27,101.8000030517578,994213
2020-10-28,100.8000030517578,185773
2020-10-30,105.8000030517578,937498
2020-11-02,112.4000015258789,1298745
2020-11-03,108.5999984741211,641161
2020-11-04,112.6999969482422,908526
2020-11-05,113.5,489110
2020-11-06,118.9000015258789,950620
2020-11-09,119.8000030517578,740988
2020-11-10,116.3000030517578,1115004
2020-11-11,112.1999969482422,669596
2020-11-12,108.4000015258789,969412
2020-11-13,115.5,1105604
2020-11-16,121.6999969482422,1403041
2020-11-17,117.9000015258789,492626
2020-11-18,116.1999969482422,649282
2020-11-19,116.5999984741211,554075
2020-11-20,117.5,545044
2020-11-23,119.0,656690
2020-11-24,125.0,1227572
2020-11-25,123.3000030517578,866377
2020-11-26,122.3000030517578,605269
2020-11-27,119.8000030517578,307803
2020-11-30,108.4000015258789,1269719
2020-12-01,114.4000015258789,1388612
2020-12-02,116.9000015258789,1630004
2020-12-03,115.3000030517578,692483
2020-12-04,121.9000015258789,2377955
2020-12-07,127.0,1246684
2020-12-08,123.8000030517578,1134436
2020-12-09,123.1999969482422,921876
2020-12-10,123.9000015258789,621269
2020-12-11,124.4000015258789,408560
2020-12-14,124.1999969482422,606367
2020-12-15,126.9000015258789,758940
2020-12-16,124.0,606796
2020-12-17,124.1999969482422,459076
2020-12-18,126.0999984741211,521030
2020-12-21,123.5999984741211,881080
2020-12-22,124.6999969482422,397354
2020-12-23,124.4000015258789,360802
2020-12-24,123.5,258023
2020-12-25,123.0,155225
2020-12-28,124.3000030517578,484135
2020-12-29,126.4000015258789,1409564
2020-12-30,125.1999969482422,508367
2020-12-31,125.0,301140
2021-01-04,126.0999984741211,373523
2021-01-05,133.10000610351562,1822414
2021-01-06,137.0,1481516
2021-01-07,134.0,990755
2021-01-08,135.60000610351562,574857
2021-01-11,148.5,2086112
2021-01-12,158.89999389648438,3975722
2021-01-13,160.0,3308746
2021-01-14,155.8000030517578,1601546
2021-01-15,151.39999389648438,1330891
2021-01-18,166.39999389648438,2079391
2021-01-19,169.0,2437878
2021-01-20,166.6999969482422,1784736
2021-01-21,163.89999389648438,812929
2021-01-22,159.0,974845
2021-01-25,161.89999389648438,1126608
2021-01-26,160.10000610351562,823234
2021-01-27,150.10000610351562,949862
2021-01-28,155.5,1842064
2021-01-29,143.89999389648438,2430937
2021-02-01,158.1999969482422,3949713
2021-02-02,160.6999969482422,2332119
2021-02-03,157.5,1018421
2021-02-04,160.39999389648438,1370351
2021-02-05,156.89999389648438,733142
2021-02-08,159.0,816966
2021-02-09,162.6999969482422,3189363
2021-02-10,161.0,1323529
2021-02-11,165.1999969482422,3539715
2021-02-12,162.39999389648438,1270558
2021-02-15,161.60000610351562,871398
2021-02-16,157.1999969482422,1045378
2021-02-17,166.60000610351562,4039211
2021-02-18,183.1999969482422,4585925
2021-02-19,192.0,4188835
2021-02-22,211.1999969482422,3687959
2021-02-23,193.0,3167557
2021-02-24,184.0,1449908
2021-02-25,178.0,2289532
2021-02-26,175.10000610351562,2325365
2021-03-01,192.6000061035156,1550800
2021-03-02,192.6000061035156,2167098
2021-03-03,185.8999938964844,1509610
2021-03-04,177.3000030517578,1768468
2021-03-05,177.1999969482422,2009570
2021-03-08,177.8000030517578,1443378
2021-03-09,176.1999969482422,1058276
2021-03-10,176.0,1400504
2021-03-11,179.5,2006861
2021-03-12,179.39999389648438,778647
2021-03-15,189.5,3446798
2021-03-16,208.3999938964844,5347803
2021-03-17,229.1999969482422,2412092
2021-03-18,212.0,11384733
2021-03-19,228.3999938964844,11662829
2021-03-22,205.6000061035156,5059761
2021-03-23,209.5,12509055
2021-03-24,207.1999969482422,4615703
2021-03-25,198.1999969482422,3587107
2021-03-26,190.6999969482422,3775083
2021-03-29,185.0,2902270
2021-03-30,197.6999969482422,9182429
2021-03-31,193.3000030517578,3657316
2021-04-01,203.8999938964844,5410300
2021-04-02,204.1000061035156,2778231
2021-04-05,204.8000030517578,1414267
2021-04-06,196.8999938964844,2527540
2021-04-07,195.5,1992613
2021-04-08,193.0,1496589
2021-04-09,187.3000030517578,2398107
2021-04-12,184.0,1855952
2021-04-13,188.3000030517578,3122943
2021-04-14,187.5,1635474
2021-04-15,177.8000030517578,2214177
2021-04-16,185.1999969482422,3064070
2021-04-19,175.3000030517578,1505739
2021-04-20,176.60000610351562,1839514
2021-04-21,168.0,1781797
2021-04-22,168.39999389648438,1755207
2021-04-26,174.0,1247189
2021-04-27,178.3000030517578,1694878
2021-04-28,178.60000610351562,1255874
2021-04-29,177.1999969482422,961811
2021-04-30,175.8000030517578,1235778
2021-05-03,173.89999389648438,1359165
2021-05-04,168.89999389648438,1546650
2021-05-05,177.0,3341918
2021-05-06,176.5,1544962
2021-05-07,182.0,2500418
2021-05-10,180.0,973431
2021-05-11,178.6999969482422,1201237
2021-05-12,177.0,360705
2021-05-17,174.5,847383
2021-05-18,179.60000610351562,1284774
2021-05-20,174.5,971359
2021-05-21,172.1999969482422,952598
2021-05-24,169.8000030517578,758348
2021-05-25,165.6999969482422,1690965
2021-05-26,168.6999969482422,1158584
2021-05-27,172.3000030517578,1587081
2021-05-28,172.0,1495501
2021-05-31,173.89999389648438,1007979
2021-06-01,172.1999969482422,969244
2021-06-02,174.5,960245
2021-06-03,174.60000610351562,647586
2021-06-04,179.0,1247069
2021-06-07,176.8000030517578,692989
2021-06-08,177.10000610351562,572386
2021-06-09,181.5,1723267
2021-06-10,179.5,875323
2021-06-11,184.3999938964844,1106747
2021-06-14,178.8000030517578,1246684
2021-06-15,175.1999969482422,626252
2021-06-16,176.6999969482422,1287769
2021-06-17,172.10000610351562,650383
2021-06-18,170.3000030517578,587915
2021-06-21,171.60000610351562,582618
2021-06-22,172.60000610351562,564960
2021-06-23,171.6999969482422,542689
2021-06-24,172.10000610351562,574334
2021-06-25,167.3000030517578,678109
2021-06-28,166.5,690687
2021-06-29,170.60000610351562,1426308
2021-06-30,170.1999969482422,1822604
2021-07-01,173.0,1181304
2021-07-02,174.1999969482422,1021922
2021-07-05,174.0,647751
2021-07-06,170.10000610351562,725070
2021-07-07,173.60000610351562,776961
2021-07-08,172.89999389648438,933774
2021-07-09,174.39999389648438,770789
2021-07-12,172.6999969482422,642495
2021-07-13,168.8000030517578,594154
2021-07-14,175.5,1398771
2021-07-16,171.8000030517578,774169
2021-07-19,169.89999389648438,182933
2021-07-26,169.1999969482422,655095
2021-07-27,169.3000030517578,566982
2021-07-28,168.5,888302
2021-07-29,170.89999389648438,766849
2021-07-30,172.8000030517578,676322
2021-08-02,174.10000610351562,961624
2021-08-03,175.1999969482422,1091506
2021-08-04,174.1999969482422,1201723
2021-08-05,180.3999938964844,1905610
2021-08-06,177.3000030517578,1893464
2021-08-09,173.5,1908296
2021-08-10,174.39999389648438,1217974
2021-08-11,171.60000610351562,1073233
2021-08-12,178.8000030517578,1655188
2021-08-13,181.3000030517578,1384464
2021-08-16,177.60000610351562,1014819
2021-08-17,178.60000610351562,1133231
2021-08-18,173.3000030517578,1212183
2021-08-19,170.89999389648438,1047002
2021-08-20,170.8000030517578,809191
