Date,Close,Volume
2024-05-16,35.20000076293945,287274
2024-05-17,38.720001220703125,376947
2024-05-20,42.58000183105469,645555
2024-05-21,46.81999969482422,572272
2024-05-22,51.5,2719351
2024-05-23,56.650001525878906,1616990
2024-05-24,62.29999923706055,2102626
2024-05-27,68.5,2266188
2024-05-28,75.3499984741211,20542880
2024-05-29,72.69999694824219,127505300
2024-05-30,79.94999694824219,51369310
2024-05-31,87.9000015258789,26452950
2024-06-03,96.6500015258789,24388630
2024-06-04,100.0,10503460
2024-06-05,90.0,7318781
2024-06-06,92.0500030517578,10069570
2024-06-07,83.0,4884821
2024-06-10,76.0,5337595
2024-06-11,83.5999984741211,4767128
2024-06-12,88.3499984741211,6882796
2024-06-13,87.0,3757138
2024-06-14,84.30000305175781,3157034
2024-06-20,92.6999969482422,4654731
2024-06-21,94.0,4521355
2024-06-24,88.69999694824219,8238262
2024-06-25,88.4000015258789,3570821
2024-06-26,83.80000305175781,3122396
2024-06-27,86.44999694824219,2823326
2024-06-28,84.75,2252012
2024-07-01,87.5,3969339
2024-07-02,89.94999694824219,2644034
2024-07-03,89.5,4595935
2024-07-04,85.44999694824219,11046740
2024-07-05,80.0,8334634
2024-07-08,77.0999984741211,11650580
2024-07-09,76.6500015258789,9635524
2024-07-10,74.19999694824219,7467441
2024-07-11,75.80000305175781,7814073
2024-07-12,73.9000015258789,5605011
2024-07-16,78.0,12024020
2024-07-17,85.80000305175781,20124090
2024-07-18,93.3000030517578,30605770
2024-07-19,95.5,27129070
2024-07-22,97.9499969482422,19731700
2024-07-23,97.4499969482422,15329690
2024-07-24,100.0,31925870
2024-07-25,103.6999969482422,19258020
2024-07-26,100.0,22136360
2024-07-29,102.0,13885470
2024-07-30,112.1999969482422,16433680
2024-07-31,123.4000015258789,19806310
2024-08-01,121.8000030517578,35386220
2024-08-02,109.6999969482422,29007130
2024-08-05,101.5999984741211,18371150
2024-08-06,111.6999969482422,35148610
2024-08-07,113.4000015258789,21669150
2024-08-08,121.0999984741211,25677010
2024-08-09,118.3000030517578,15699870
2024-08-12,113.5999984741211,12191240
2024-08-13,112.0999984741211,17441710
2024-08-14,114.1999969482422,19199190
2024-08-15,109.8000030517578,8058229
2024-08-16,104.8000030517578,7501095
2024-08-19,106.0,9087514
2024-08-20,100.5,6126433
2024-08-21,100.0999984741211,6758433
2024-08-22,97.25,8504469
2024-08-23,93.0500030517578,7309249
2024-08-26,91.5,7674146
2024-08-27,94.0500030517578,8793045
2024-08-28,93.8000030517578,6779150
2024-08-29,95.75,11349190
2024-09-02,105.3000030517578,19120080
2024-09-03,102.1999969482422,15129880
2024-09-05,97.1500015258789,7539293
2024-09-06,98.4000015258789,13130840
2024-09-09,98.9000015258789,7457657
2024-09-10,95.4499969482422,6521663
2024-09-11,88.9000015258789,8562049
2024-09-12,88.0999984741211,6795507
2024-09-13,91.5,6471844
2024-09-16,93.3499984741211,5893127
2024-09-17,93.3499984741211,3843313
2024-09-18,91.0,2837957
2024-09-19,92.0,11179200
2024-09-20,92.25,6880287
2024-09-23,89.80000305175781,3814895
2024-09-24,96.4000015258789,22153620
2024-09-25,97.9000015258789,16926450
2024-09-26,100.0,10185510
2024-09-27,102.5999984741211,10926080
2024-09-30,98.25,10479200
2024-10-01,90.9499969482422,14658860
2024-10-02,95.0,28162560
2024-10-03,95.25,13509080
2024-10-04,93.1500015258789,8387100
2024-10-07,90.75,5270651
2024-10-08,88.75,7030659
2024-10-09,87.5,6205002
2024-10-10,88.19999694824219,8816185
2024-10-11,86.19999694824219,4305827
2024-10-14,86.5999984741211,11251850
2024-10-15,88.0999984741211,5534927
2024-10-16,87.30000305175781,3818019
2024-10-17,87.9000015258789,3901628
2024-10-18,88.30000305175781,6155679
2024-10-21,85.9000015258789,3656335
2024-10-22,86.30000305175781,5895496
2024-10-23,85.80000305175781,18345950
2024-10-24,86.3499984741211,5363101
2024-10-25,86.44999694824219,4618202
2024-10-28,90.0999984741211,8565787
2024-10-30,94.1500015258789,17998670
2024-10-31,98.0,19093870
2024-11-01,100.6999969482422,15181850
2024-11-04,95.0,10871900
2024-11-05,94.9000015258789,7835016
2024-11-06,93.8000030517578,7856676
2024-11-07,93.1500015258789,6489612
2024-11-08,92.8499984741211,4276048
2024-11-11,94.75,5782794
2024-11-12,92.1999969482422,4234383
2024-11-13,92.4000015258789,7607514
2024-11-14,90.0,4424115
2024-11-15,89.5,4132403
2024-11-18,89.94999694824219,6226070
2024-11-19,89.9000015258789,10229860
2024-11-20,86.94999694824219,4068728
2024-11-21,88.19999694824219,3732551
2024-11-22,88.9000015258789,4877969
2024-11-25,91.1500015258789,13270770
2024-11-26,90.0,4320895
2024-11-27,88.69999694824219,3742734
2024-11-28,90.6999969482422,6116242
2024-11-29,91.0999984741211,7283639
2024-12-02,90.8000030517578,4615097
2024-12-03,89.94999694824219,4382266
2024-12-04,93.0500030517578,12010570
2024-12-05,93.0500030517578,5627163
2024-12-06,91.75,5751063
2024-12-09,90.0999984741211,7534256
2024-12-10,88.94999694824219,3381086
2024-12-11,88.80000305175781,4136028
2024-12-12,88.80000305175781,3691891
